,Brand,Product,UserName,Recommend,PostDate,Review,Rating,SkinCond,Age,positivity,clean_text
5001,Viva Cosmetics,Collagen Night Cream,Itsfany,,2018-04-25,"Baru beli 2 hari yang lalu.. Asalnya kegoda karena liat temen cocok makenya trs pas nemu langsung beli deh Sejauh ini cocok cocok aja dan dampaknya baik, jerawat nggak nambah dan mulai kempes Soalnya kulitku tipe yang sensitif dan berminyak parah:( kalo habis pake skinc ... Read more",5,Oily,18 and Under,1,beli goda liat temen cocok makenya trs pas nemu langsung beli deh cocok cocok aja dampak jerawat nggak nambah kempes kulit tipe sensitif minyak parah kalo habis pake skinc read more
5002,Viva Cosmetics,Collagen Night Cream,Nisrinabraham,,2018-03-31,"dari segi packaging mungking terlihat sederhana dan tidak tercantum fungsi sebenernanya, tapi saat di pakai itu agak susah di blend dan di pagi hari membuat muka lebih lembab, kenyal, dan bekas jerawat mulai memudar ini memang ngga cepat tapi begitu keliatan proses sebu ... Read more",5,Dry,19 - 24,1,segi packaging mungking lihat sederhana cantum fungsi sebenernanya pakai susah blend pagi muka lembab kenyal bekas jerawat pudar ngga cepat liat proses sebu read more
5003,Viva Cosmetics,Collagen Night Cream,dechastangel,,2018-03-16,"pengalaman pertama kali pake: rada panik sih sama muka pas bangun tidur. ga nyangka aja krim yg harganya kurang dari 10rb bisa berasa efeknya (walau sedikit). kental dan agak lengket. baunya cukup, nggak wangi berlebihan.",3,Normal,25 - 29,0,alam kali pake rada panik sih muka pas bangun tidur ga nyangka aja krim yg harga rb asa efek kental lengket bau nggak wangi
5004,Viva Cosmetics,Collagen Night Cream,Alistya,,2018-01-04,"teksturnya padat, lebih mirip pasta menurutku. baunya juga sedikit aneh. tapi aku nggak terlalu mempermasalahkan sih hehe. habis pakai emang terkesan bikin minyak nambah. tapi pas pagi aku ngerasanya nambah kenyal. nggak bikin jerawatan atau beruntusan. kemasannya kuran ... Read more",4,Oily,19 - 24,1,tekstur padat pasta bau aneh nggak sih hehe habis pakai emang kes bikin minyak nambah pas pagi ngerasanya nambah kenyal nggak bikin jerawat beruntus kemas kur read more
5005,Viva Cosmetics,Collagen Night Cream,Yuni99YT,,2017-11-09,"sebenarnya gak berencana beli ini, pas aku mau beli peeling creamnya eh malah salah ambil, habisnya buru-buru dan kemasannya mirip banget, bedanya di tulisan sticker yang ditempel di kemasannya aja. karena aku gak berani asal memakai krim di wajah, dan juga krim ini aro ... Read more",1,Oily,19 - 24,-1,gak rencana beli pas beli peeling creamnya eh salah ambil habis buruburu kemas banget beda tulis sticker tempel kemas aja gak berani pakai krim wajah krim aro read more
5006,Viva Cosmetics,Collagen Night Cream,mamadeleon,,2017-11-02,"Teksturnya super thick, a bit greasy gitu. Ini kalau double cleansing pas paginya sih bisa clog pores. Aku kurang cocok ya karena heavy texture nya. Thus ga ngefek apa-apa di wajahku. Mana baunya superrr wangi kaya pomade gitu lah",2,Dry,35 - 39,-1,tekstur super thick a bit greasy gitu double cleansing pas pagi sih clog pores cocok ya heavy texture nya thus ga ngefek apaapa wajah bau superrr wangi kaya pomade gitu
5007,Viva Cosmetics,Collagen Night Cream,yoghurtnhoney,,2017-07-20,Heavy and greasy pada saat apply pertama kali di wajah. Tapi memang melembapkan dan keesokan pagi nya tidak berminyak dan wajah lembab. Saya pakai ini hanya untuk eye cream saja. Apalagi ada kandungan kolagen nya. Harga nya lumayan bersahabat di kantong. ,3,Oily,45 and Above,0,heavy and greasy apply kali wajah lembap esok pagi nya minyak wajah lembab pakai eye cream kandung kolagen nya harga nya lumayan sahabat kantong
5008,Viva Cosmetics,Collagen Night Cream,antimalu,,2017-06-18,"Kenal dan on off pakai produk ini sejak tahun 2002 sampe sekarang. So far , enak saja. Saya sudah masuk 40 tahun  alhamdulilah kulit masih bagus . banyak review beauty bloger yang mengeluhkan tekstur nya yang terlalu creamy  ada yang ampe nulis jijay segala.coba deh bro ... Read more",4,Combination,40 - 44,1,kenal on off pakai produk sampe so far enak masuk alhamdulilah kulit bagus review beauty bloger keluh tekstur nya creamy ampe nulis jijay segalacoba deh bro read more
5009,Viva Cosmetics,Collagen Night Cream,mailaul,,2016-10-21,ini bener-bener ''cream'' banget ya T_T.Read more,3,Combination,19 - 24,0,benerbener cream banget ya ttread more
5010,Viva Cosmetics,Collagen Night Cream,SyifaAdzkiya,,2016-09-26,"Krim ini aku gunakan atas rekomendasi dari teman karena melihat kulitku yang cukup kering. Berhubung aku juga sedang pada masa “paceklik” sehingga tidak memungkinkan untuk membeli serangkaian produk yang mahal. Aku belilah serangkaian produk v ...
Read more",3,Combination,25 - 29,0,krim rekomendasi teman lihat kulit kering hubung paceklik beli rangkai produk mahal bilah rangkai produk v read more
5011,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,kanity,Recommend,2020-02-08,asli sih semua produk hadalabo bagus banget kalo makenya ga kebanyakan. kalo makek tipis hasilnya malah jadi bagus bangeeetttt ga boong ya ampun dah buktiin sekdiri 😭✨ betapa bagusnya terutama gel ini. pake dikit kulit jadi glowing. fixxx,5,Combination,19 - 24,1,asli sih produk hadalabo bagus banget kalo makenya ga kalo makek tipis hasil bagus bangeeetttt ga boong ya ampun dah buktiin sekdiri  betapa bagus utama gel pake dikit kulit glowing fixxx
5012,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Rianyputri,Recommend,2020-02-06,"Pasti bakalan repurchase dan nge stok sih ini. Teksturnya jelly yang kalo abis diambil bakal balik kebentuk semula. Warnanya bening, ada aroma dikit tapi dikiiit banget dan gak ganggu. Sebelum meresap agak lengket sih tp bikin glowing gitu. Sangat membantu mudarin pih s ... Read more",5,Combination,19 - 24,1,repurchase nge stok sih tekstur jelly kalo abis ambil bentuk warna bening aroma dikit dikiiit banget gak ganggu resap lengket sih tp bikin glowing gitu bantu mudarin pih s read more
5013,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,kriww,,2019-08-27,"Ini krim creamy banget tebel di muka rasanya sumpeeehhh lamaaaa banget baru nyerap, teksturnya kayak krim kue hahaha... trus paginya bangun masih ada aja rasa rasa minyak di wajah jadi gak aku habisin",3,Normal,30 - 34,0,krim creamy banget tebel muka sumpeeehhh lamaaaa banget nyerap tekstur kayak krim kue hahaha trus pagi bangun aja minyak wajah gak habisin
5014,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,zhaedrousss,,2019-08-16,"Beberapa kali pake tapi efek dimuka gue susah nyereppp jd lepek ga enak kulit gue kya kaku , kya yg pake gelnya kebanyakan atau gimana gitu .. heran emang sedikitpun ga cocok .. washnya sekali bs dipake ampe lama malah bikin kulit krontangan wkwkwk..",3,Dry,30 - 34,0,kali pake efek muka gue susah nyereppp jd lepek ga enak kulit gue kya kaku kya yg pake gel gimana gitu heran emang ga cocok washnya bs dipake ampe bikin kulit krontangan wkwkwk
5015,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Fathianinda,,2019-07-29,"Beli ini karna waktu itu baca reviewnya bagus bgt untuk calming down angry acne yang rese dan kandunganya itu bikin tertarik bgt buat nyoba, karna udah nyerah banget sama muka yang mau move on dari efek dokter wajah yang bener bener worst bgt efeknya, dr bruntusan ,a pa ... Read more",5,Dry,19 - 24,1,beli karna baca reviewnya bagus bgt calming down angry acne rese kandunganya bikin tarik bgt nyoba karna udah nyerah banget muka move on efek dokter wajah bener bener worst bgt efek dr bruntusan a pa read more
5016,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,tiwi26,,2019-07-28,"Belum pernah aku pake sama sekali, beli cuma khilap aja , ada yang mau beli ga? Aku potong harga deh , sayang banget soalnya kalo ga di pakeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee😭",5,Combination,19 - 24,1,pake beli khilap aja beli ga potong harga deh sayang banget kalo ga pakeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
5017,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Trianawulansari,,2019-06-13,"sdh beli 2x. teksturnya gel bening di wajah bikin moist bgt. pake ini malam setelah ski care rutin terakhir pake ini kayak pake sleeping mask, pake agak tebel aja, biar skincare dibawahnya terkunci dan wajah ttp lembab krn tidur pake AC. klo mau dipake siang dikiiit aja ... Read more",5,Combination,40 - 44,1,sdh beli x tekstur gel bening wajah bikin moist bgt pake malam ski care rutin pake kayak pake sleeping mask pake tebel aja biar skincare kunci wajah ttp lembab krn tidur pake ac klo dipake siang dikiiit aja read more
5018,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,aulialiya15,,2019-06-02,"pakai lotion dan milk nya tiap pagi dan malam berharap ada perbaikan dalam kulit. eh ternyata malah jerawatan plus kusam. aku kira itu efek pemakaian pertama kali ya terus kulit kaget gitu ceritanya wkwk, ternyata udah 1 bulan pake masih begitu2 aja kondisi kulit. akhir ... Read more",3,Combination,19 - 24,0,pakai lotion milk nya pagi malam harap kulit eh nyata jerawat plus kusam efek pakai kali ya kulit kaget gitu cerita wkwk nyata udah pake aja kondisi kulit read more
5019,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,PoppyTarigan,,2019-05-01,Ya ampun ini holy Grail aku banget deh. kalau muka udah capek atau aku absen pakai skin Care sampai beberapa hari gitu lalu setelah pakai ini malamnya besok kulit muka ku kembali lagi Kaya semula. emang sih masih belum banyak tanda-tanda penuaan karena aku masih 20 tahu ... Read more,5,Oily,19 - 24,1,ya ampun holy grail banget deh muka udah capek absen pakai skin care gitu pakai malam besok kulit muka ku kaya emang sih tandatanda tua read more
5020,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,dindadelima,,2019-03-31,"Tidak berwarna,bening transparan gitu. Ada wanginya cuma ga begitu strong. Rasanya setelah di pakai kewajah aga lengket,meresapnya juga lumayan lama dan ada sensai meninggalkan panas dikulit. Untuk hasil belum terlihat.",3,Combination,25 - 29,0,berwarnabening transparan gitu wangi ga strong pakai wajah aga lengketmeresapnya lumayan sensai tinggal panas kulit hasil lihat
5021,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,mawar_,,2018-12-05,"Repurchase produk ini beberapa kali, belum ngefek sih terus pas di aplikasiin ke muka, kalo pas nafas berasa panas gitu. Tetep lanjut sampe abis dan makin kesini efeknya tetap gak keliatan. Cuman sebates ngelembapin aja",4,Oily,25 - 29,1,repurchase produk kali ngefek sih pas aplikasiin muka kalo pas nafas asa panas gitu tetep sampe abis kesini efek gak liat cuman sebates ngelembapin aja
5022,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,sylvia01,,2018-11-21,tidak beli lagi karena merasa kurang ada effeknya cuma melembabkan saja dan kurang ada effek lifting yang biasanya ada di krim malam anti aging. kemasannya juga kurang praktis karena dicolek2 jadi kurang higenis,3,Combination,35 - 39,0,beli effeknya melembabkan effek lifting krim malam anti aging kemas praktis colek higenis
5023,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Lyadifa,,2018-11-05,"aku kurang suka sama inii.. gak tau kenapa gak gitu enak dipakai... mungkin kulit aku yg lagi bermasalah atau gmana,, padahal suka banget sm lotion dan milknya.... berharap banget bisa makin bagus eh ternyata gk sesuai harapan...",2,Normal,25 - 29,-1,suka gak tau gak gitu enak pakai kulit yg gmana suka banget sm lotion milknya harap banget bagus eh nyata gk sesuai harap
5024,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,mininoenk,,2018-11-02,"Coba beli buat ibu, niatnya biar jadi tambahan skincare malem karena biasanya cuma pake toner sama whitening serum. Tapi produk ini berbulan2 ga pernah disentuh :( heran bgt, kok tumben, biasanya ibu cepet bgt ngabisin produk apapun.. dan ternyata setelah kucoba sendir ... Read more",1,Dry,19 - 24,-1,coba beli niat biar skincare malem pake toner whitening serum produk ga sentuh heran bgt tumben cepet bgt ngabisin produk nyata coba sendir read more
5025,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,vietaaa,,2018-09-24,beli ini karena salah beli harus nya yg 3D gel. tp aku coba aja buat pake.. udah berusaha buat betah tp ga betah juga sama lengket nya. bener2 lengket banget & bikin kulit berminyak. aku pake sekitar 2 minggu. ga ada hasil yg kelihatan....,1,Oily,25 - 29,-1,beli salah beli nya yg d gel tp coba aja pake udah usaha betah tp ga betah lengket nya bener lengket banget bikin kulit minyak pake minggu ga hasil yg lihat
5026,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Kustinpamoelar,,2018-09-18,"selalu suka dengan skincare hada labo, karena harga murah, tak beraroma, karena jujur aku gak suka produk² yg punya aroma harum..kalau dipake rutin memang bikin wajah halus dan lembab, kalau dipakein make up jd nempel",5,Combination,30 - 34,1,suka skincare hada labo harga murah aroma jujur gak suka produk yg aroma harumkalau dipake rutin bikin wajah halus lembab dipakein make up jd nempel
5027,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,dewigunarto,,2018-05-30,"Pencarian aku untuk nemu rangkaian skincare yang cocok emang lumayan panjang. Semua varian Hadalabo pun adalah beberapa yang aku cobain. Untuk varian anti aging, aku cobain semuanya. Milk, lotion dan serum. Tapi sayang, emang so so aja sih di aku. Lebih cocok yang Shiro ... Read more",3,Dry,35 - 39,0,cari nemu rangkai skincare cocok emang lumayan varian hadalabo cobain varian anti aging cobain milk lotion serum sayang emang so so aja sih cocok shiro read more
5028,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,ainurchma,,2018-05-01,"Punya produk ini karna salah beli, awalnya mau beli yg 3D gel itu tp ternyata yg kebeli justru ini haha. Pemakaian pertama rasanya aneh karna tekstur lengket dan muka berasa berminyak. Begitu pemakaian kedua enak enak aja karna berasa lebih melembabkan muka untuk malam ... Read more",3,Dry,19 - 24,0,produk karna salah beli beli yg d gel tp nyata yg kebel haha pakai aneh karna tekstur lengket muka asa minyak pakai enak enak aja karna asa melembabkan muka malam read more
5029,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Nengwulan,,2018-04-30,pas di pakai berasa berat di wajah kaya ada yang nemplok gitu (aslinya ga pernah pake pelembab yang rich) padahal make cuma sebiji jagung lebih sedikit lah itu juga dipakai di bagian leher. pemakaian kira-kira dua mingguan sudah di paksain buat suka tapi tetep ga suka e ... Read more,3,Oily,25 - 29,0,pas pakai asa berat wajah kaya nemplok gitu asli ga pake pelembab rich make biji jagung pakai leher pakai kirakira minggu paksain suka tetep ga suka e read more
5030,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,ulteuodia,,2018-04-29,"i have to say that 'this baby' just makes my face feels like baby butt but krim ini ga buat pori pori mengecil. kalo bandingin sama wardah anti aging night cream ya, the texture is thicker dan setelah applying yaaa lengket si ga cepat meresap tapi besoknyaaaaa wow wajah ... Read more",5,Combination,25 - 29,1,i have to say that this baby just makes my face feels like baby butt but krim ga pori pori kalo bandingin anti aging night cream ya the texture is thicker applying yaaa lengket si ga cepat resap besoknyaaaaa wow wajah read more
5031,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Malihazahra,,2018-04-19,"it's such a booster when my skin got irritation. the 3d gel could return the skin moist and strengthen the skin barier. But for skin type like normal to oily, please don't use this over because the texture of the gel is quite thick and feel sticky on my face, but as l ... Read more",4,Combination,19 - 24,1,its such a booster when my skin got irritation the d gel could return the skin moist and strengthen the skin barier but for skin type like normal to oily please dont use this over because the texture of the gel is quite thick and feel sticky on my face but as l read more
5032,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Aispermadi,,2018-03-29,"Krim ini saya gunakan sebagai tahap akhir skincare malam. Konsistensi krim agak padat dan cenderung berat dan ""pliket"" di wajah. Namun mampu menahan hidrasi di dalam kulit sepanjang malam, sehingga wajah tampak ""bagus"" saat bangun pagi. Tidak menimbulkan reaksi alergi d ... Read more",4,Combination,30 - 34,1,krim tahap skincare malam konsistensi krim padat cenderung berat pliket wajah tahan hidrasi kulit malam wajah bagus bangun pagi timbul reaksi alergi d read more
5033,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,amalsugianto,,2018-03-14,"Udah 2 minggu pakai product ini, di akhir step PM skincare routine gue. Gue sekarang masih pake krim dari dr. Kun dan bikin kulit gue kering parah. Dia satu2nya pelembab yang ampuh buat ngunci kelembaban kulit gue dan menghidrasi kulit gue luar biasa. Gak bikin side eff ... Read more",5,Oily,25 - 29,1,udah minggu pakai product step pm skincare routine gue gue pake krim dr kun bikin kulit gue kering parah pelembab ampuh ngunci kelembaban kulit gue hidrasi kulit gue gak bikin side eff read more
5034,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Rsnikartika,,2017-12-06,"Dulu beli produk ini karena kaget mulai ada kerutan di area mata. Kesan pertama pemakaian produknya, lama banget meresapnya jadi kalau di pakai untuk tidur gak bs gerak-gerak karena takut nempel di bantal atau di rambut. Tapi besok paginya kulit langsung terlihat moist ... Read more",3,Combination,45 and Above,0,beli produk kaget kerut area mata kesan pakai produk banget resap pakai tidur gak bs gerakgerak takut nempel bantal rambut besok pagi kulit langsung lihat moist read more
5035,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,farlina_faisal,,2017-12-05,Pakai Cream Night Anti Aging dari Hada Labo ini sdh satu bulanan secara umur sudah menginjak kepala tiga jadi harus lebih care untuk perawatan wajah. Semenjak pakai cream ini kulit saya lebih kenyal  trus muka berkurang kusamnya mungkin kalau pemakaian lebih lama hasiln ... Read more,5,Combination,35 - 39,1,pakai cream night anti aging hada labo sdh umur injak kepala care awat wajah semenjak pakai cream kulit kenyal trus muka kusam pakai hasiln read more
5036,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,ellysa4492,,2017-09-03,"Jual skincare Jepang (HadaLabo, B2B6, lion, Kose dll).. Follow our ig @jepangshop.id or add FB Ellysa Krisnawati.. Thanks..",4,Combination,45 and Above,1,jual skincare jepang hadalabo bb lion dll follow our ig jepangshopid or add fb ellysa krisnawati thanks
5037,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,redhood,,2017-08-12,"Udah 2 bulan pakai setiap malam setelah serum HL yg merah . Tekstur nya kental bgt jdnya 2x colek aja cukup, dan ga ada aroma wangi""an. Ga pernah muncul bruntus/breakout selama pemakaian, so far aman"" aja. Rasanya bikin kulit lebih kencang. Bikin kulit lebih cerahhh kal ... Read more",5,Oily,30 - 34,1,udah pakai malam serum hl yg merah tekstur nya kental bgt jdnya x colek aja ga aroma wangi ga muncul bruntusbreakout pakai so far aman aja bikin kulit kencang bikin kulit cerahhh kal read more
5038,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,atikahamalia,,2017-07-05,"Pakai krim ini karena cocok pake lotion anti aging dr hadalabo juga. Jadi why not try yg lain? hehe ternyata pas dipakai (sekitar 1 minggu) muka jadi tambah moist. Yang aku suka, jadi gak bikin ketergantungan sama pelembab. (-) gak ada spatula. pas dipakai agak terlih ... Read more",4,Dry,19 - 24,1,pakai krim cocok pake lotion anti aging dr hadalabo why not try yg hehe nyata pas pakai minggu muka moist suka gak bikin gantung pelembab gak spatula pas pakai terlih read more
5039,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,in41ra,,2016-12-27,"awal beli sempet ragu, tetapi karena liat kandungan nya, jadi aku memutuskan untuk beli, setelah 1 bulan habis pemkaian, aku merasa kult lebih lembab dan kenyal, sehingga waktu pagi bangun, enak pegang muka lebih seger aja berasanya, hanya saja, krim ini tidak bisa menn ... Read more",3,Normal,35 - 39,0,beli sempet ragu liat kandung nya putus beli habis pemkaian kult lembab kenyal pagi bangun enak pegang muka seger aja asa krim menn read more
5040,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,inicyndy,,2016-12-26,"Aku pakai ini sudah habis 2 jar, sebelumnya pakai jar putih.  krim malam ini kental dan yang aku suka saat pagi hari kulitku jadi berminyak jadi saat siang hari kulit ngga kering. selama pakai ini tidak menumbulkan jerawat sama sekali dan tidak ada masalah apapun.",4,Normal,25 - 29,1,pakai habis jar pakai jar putih krim malam kental suka pagi kulit minyak siang kulit ngga kering pakai menumbulkan jerawat
5041,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,sarikusumawati,,2016-11-09,"aku pake anti aging night cream ini 6 bulanan lebih deh kyknya. aku simpen di kulkas jadi berasa dingin gitu pas dipake. sekian lama itu di muka bagus, bikin halus dan kenyal. ga bikin jerawatan juga. tapi 2 minggu terakhir muncul jerawat kecil di kening dan ga ilang2. ... Read more",4,Combination,25 - 29,1,pake anti aging night cream deh kyknya simpen kulkas asa dingin gitu pas dipake sekian muka bagus bikin halus kenyal ga bikin jerawat minggu muncul jerawat kening ga ilang read more
5042,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,dianingwp,,2016-08-31,"Krimnya buat diriku terlalu berat. Dipakai kebanyakan bikin muncul jerawat, tapi kalau tipis tipis aja ndak bikin breakout. Pemakaian agak gerah karena minyakan banget, but it's ok karena aku pakai di malam hari. Keesokan paginya bikin kulit jadi moist kenyal empuk gitu ... Read more",3,Oily,45 and Above,0,krim berat pakai bikin muncul jerawat tipis tipis aja ndak bikin breakout pakai gerah minyak banget but its ok pakai malam esok pagi bikin kulit moist kenyal empuk gitu read more
5043,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,santisiera,,2016-06-30,"Tekstur krim malam ini sangat rich, kental. Cukup pakai sedikit saja, sudah bisa diaplikasikan untuk wajah dan leher. Saya memakainya sebagai krim malam. Jika memakai krim ini, maka paginya kulit saya memang jadi lebih lembap. Hmm, tapi apakah efektif untuk mencegah ker ... Read more",3,Combination,45 and Above,0,tekstur krim malam rich kental pakai aplikasi wajah leher krim malam pakai krim pagi kulit lembap hmm efektif cegah ker read more
5044,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,NetiH,,2016-05-22,"Formulanya sangat rich dan kental, saya pakai sebagai krim malam karena kalau dipakai siang wajah akan sangat berminyak. Melembabkan, saat pagi kulit saya terasa lebih kenyal, awalnya sedikit breakout. Saya tidak tau apa produk ini bisa juga mencerahkan, tapi kerutan ti ... Read more",4,Dry,45 and Above,1,formula rich kental pakai krim malam pakai siang wajah minyak melembabkan pagi kulit asa kenyal breakout tau produk cerah kerut ti read more
5045,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,gracelia28,,2016-03-30,"aku baru aja mke ini semingguan lebih, tertarik beli ini gara2 abis skin tes d counternya hada labo yg katanya mukaku udah ada garis2 halusnya T.T. ini ku pke sebagai cream malam, paginya muka jadi lebih kenyal dan gak terlalu berminyak. recommended sih, apalagi buat yg ... Read more",2,Combination,19 - 24,-1,aja mke minggu tarik beli gara abis skin tes d counternya hada labo yg muka udah garis halus tt ku pke cream malam pagi muka kenyal gak minyak recommended sih yg read more
5046,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,meriskapw,,2016-03-28,"Pertama pakai night cream ini muka langsung jerawatan, tapi saat itu emang lagi PMS.. cuma sebelum pakai night cream hadalabo, jerawat PMS gak pernah separah kemaren..Read more",3,Oily,25 - 29,0,pakai night cream muka langsung jerawat emang pms pakai night cream hadalabo jerawat pms gak parah kemarenread more
5047,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,Lady_dyne,,2016-01-30,"Product Hada Labo ini sudah saya pakai hampir 6 bulan lebih. Selama 6 bulan pemakaian pun, tidak ada tanda-tanda breakout pada wajah saya, malah wajah saya terasa kenyal, kencang dan elastisitas kulit terjaga. Biasanya saya memakai product ini untuk cream malam, tetapi ... Read more",5,Normal,30 - 34,1,product hada labo pakai pakai tandatanda breakout wajah wajah asa kenyal kencang elastisitas kulit jaga pakai product cream malam read more
5048,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,d_siska,,2016-01-08,"Pernah cocokkk banget pake cream gokujyun-alpha ini waktu dibarengin sama gokujyun lotionnya. Muka aku mulus, lembap, bebas jerwat. Cuma sayang, waktu pake ini kulit muka aku jadi agak mengelap dan ga bisa dipake siang karena mengantung retinyl palmitate dan teksturnya ... Read more",4,Dry,30 - 34,1,cocokkk banget pake cream gokujyunalpha dibarengin gokujyun lotionnya muka mulus lembap bebas jerwat sayang pake kulit muka kelap ga dipake siang kantung retinyl palmitate tekstur read more
5049,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,strawberry_kiss,,2015-10-30,"Sebelumnya saya pernah punya kisah sukses dengan night cream dari brand lain yang mengandung retinol, sayangnya night cream yang saya gunakan itu discontinued. Karena night cream Hada Labo yang ini ada embel-embel retinol, akhirnya saya menjadi tertarik untuk mencobanya ... Read more",2,Combination,25 - 29,-1,kisah sukses night cream brand kandung retinol sayang night cream discontinued night cream hada labo embelembel retinol tarik coba read more
5050,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,boobsandbutts,,2015-10-27,It's one of my favorite skin care line. it really hydrates the skin without making it oily. it doesnt have fragrance nor coloring. it really gives that moist feel on your skin when you wake up. the texture is light and very comfortable on the skin I guess this is an wat ... Read more,3,Combination,30 - 34,0,its one of my favorite skin care line it really hydrates the skin without making it oily it doesnt have fragrance nor coloring it really gives that moist feel on your skin when you wake up the texture is light and very comfortable on the skin i guess this is an wat read more
5051,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,mugunghwa,,2015-10-19,"Produk ini hadir dengan kemasan yang bulky, bertekstur agak thick, no fragrance, no alkohol (tidak membuat kulit kering) dan tidak menyumbat pori, hasil yang ditawarkan pun cukup memuaskan. Dipakai di malam hari, bangun di pagi hari wajah terlihat lebih cerah dan lembab ... Read more",3,Combination,25 - 29,0,produk hadir kemas bulky tekstur thick no fragrance no alkohol kulit kering sumbat pori hasil tawar muas pakai malam bangun pagi wajah lihat cerah lembab read more
5052,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,sandraaditha,,2015-09-29,"Cream ini teksturnya thick. Setelah diratakan ke muka, terasa lengket dan berminyak. Mau setipis apapun saya coba pakai, tapi tetap terasa berminyak seolah produk ini nggak meresap ke kulit saya. Tapi bangun pagi muka kelihatan lebih cerah dan lembab. Nggak terlihat sep ... Read more",4,Dry,25 - 29,1,cream tekstur thick muka asa lengket minyak setip coba pakai asa minyak olah produk nggak resap kulit bangun pagi muka lihat cerah lembab nggak lihat sep read more
5053,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Cream,JoLeen,,2015-09-28,"Dari semua seri night cream Hada Labo saya paling suka sama seri Gokuyjun, Cream ini cukup lengket di muka tapi hasilnya di pagi hari kulit benar benar lembut. Untuk efek lainnya seperti menghilangkan kerutan atau noda rasanya kurang saya rasakan efeknya, tapi untuk me ... Read more",4,Dry,35 - 39,1,seri night cream hada labo suka seri gokuyjun cream lengket muka hasil pagi kulit lembut efek hilang kerut noda efek me read more
5054,Roro Mendut,Kulit Manggis Young White Herbal Night Cream,ayara28,Recommend,2020-09-16,"selama kurang lebih 2 bulan pemakaian krim manggis ini , kerutan diwajah mayan hilang , bahkan flek2 hitam juga mulai memudar , terus mencerahkan mukaku dan bangun tidur muka keliatan lebih lembab juga , soalnya sebelum night creamnya aku always pake dulu serum liftingn ... Read more",4,Combination,19 - 24,1,pakai krim manggis kerut wajah mayan hilang flek hitam pudar cerah muka bangun tidur muka liat lembab night creamnya always pake serum liftingn read more
