Brand,Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Garnier,Garnier Light Complete White Speed Yoghurt Sleeping Mask,Sarahqtrn_,"Combination, 19 - 24",Sarahqtrn_ recommends this product!,06 Jun 2020,"PRELOVED nih puya aku,wa aku ya 081384252527 baru pemakaian 3 kali aja masih bnyak bnget aku jual murah gais, pertama aku pake ini kerasa lngsung glowing bnget pagi2nyaa asli kinclong bnget alasan mau ngejual karena untuk meminimalisir penggunaan skincare aku yg bnyak b ... Read more",5
Garnier,Garnier Light Complete White Speed Yoghurt Sleeping Mask,kamiliagaluh,"Oily, 19 - 24",kamiliagaluh recommends this product!,29 May 2020,"Suka banget sama produk ini, teksturnya ringan dan ga bikin muka lengket. Saat bangun di pagi hari wajah keliatan lebih cerah dan bekas bekas jerawatku pun tersamarkan. Harganya affordable ko, karna pemakaian produknya ga perlu banyak banyak jadi produknya awet. Bener b ... Read more",4
Garnier,Garnier Light Complete White Speed Yoghurt Sleeping Mask,novelineee,19 - 24,novelineee recommends this product!,18 May 2020,"Hallo kak, aku mau preloved garnier sleep mask + garnier light complete serumnya, isi dari garniernya masih banyak banget, sebenernya bagus soalnya bisa membuat toneup kulit tapi di aku ga cocok :(( yang minat bisa dm aku di ig yaa @noveline_",3
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,sallyhervianti,"Combination, 25 - 29",sallyhervianti recommends this product!,14 May 2020,"Sebenarnya aku agk tricky cobain krim malam krna hampir semua krim malam yg aku coba akan berakhir dgn ""munculnya jerawat"" krna teksturnya trlalu heavy. Cukup excited cobain ini krna teksturnya gel - cream jadinya cukup ringan dan skaligus bsa dijadiin sleeping mask. Ha ... Read more",4
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,dheapnanda,"Combination, 18 and Under",dheapnanda recommends this product!,13 May 2020,"dulu pernah pake ini dan breakout sekarang coba lagi selama karantina dan hasilnya oke banget!! dia aku ini bagus bgt walaupun kaya keliatan berminyak pake ini tapi besoknya langsung cerah banget , terus ini bikin bekas jerawat ilang juga karna aku pake serangkaian ligh ... Read more",4
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,alifianakhn,"Combination, 18 and Under",alifianakhn doesn't recommend this product!,09 May 2020,"halo aku mau preloved sleeping mask ku ,baru dua kali pake langsung ketahuan bgt ga cocoknya karena kulit aku langsung merah merah gatel trs ada bintik bintik banyak jadiya , mau aku preloved ajaa masi bener bener banyak bgt bgt bgt , 35k ajaa bole nawar (SOLD)",1
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,Veraikefaradila,"Oily, 19 - 24",Veraikefaradila recommends this product!,09 May 2020,"Garnier Light Complete Night Yoghurt . Ini salah satu cream malam yang teksturnya gel cream . Satu kali pemakaian sudah keliatan hasilnya , wajah jadi keliatan glowing keliatan sehat dan lebih cerah . Cream ini bisa melembabkan wajah kita yang kusam dia juga gampang men ... Read more",5
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,boliviatan,"Combination, 19 - 24",boliviatan recommends this product!,07 May 2020,"Aku suka banget setiap malam pasti selalu pake sleeping mask, dan akhirnya bisa cobain sleeping mask dari Garnier ini. Oke banget, teksturnya ringan, ga lengket di wajah, dan ini double fungsional banget karena selain melembabkan wajah sleeping mask ini juga sekaligus m ... Read more",5
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,fionamrgth,"Dry, 19 - 24",fionamrgth doesn't recommend this product!,07 May 2020,"udah pakai hampir 1 minggu, aku agak jrang pakainya karena menurut aku teksturnya agak lengket terus agak lama ya nyerepnya di kulit, tapi kalau pakai sleeing mask ini jadi lembab kenyel gitu mukanya, cuma agak gak suka aja kalau lama nyerep nya",2
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,Dreamers16,"Combination, 19 - 24",Dreamers16 recommends this product!,05 May 2020,"Seneng banget akhirnya aku dapet kesempatan buat nyobain yang satu ini karena aku juga penasaran 😂. Alhamdulillah, beberapa hari ini nyobain cream ini hasilnya memuaskan banget pas dipake barengan sama serum, dan day creamnya 😍. Packagingnya dari kaca, tutupnya twist, ... Read more",5
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,novi_nrms,"Oily, 19 - 24",novi_nrms recommends this product!,05 May 2020,"iseng beli karena katanya efek brighteningnya mantul, jadi akhirnya beli ini dan beneran bagus banget buat mencerahkan kulit. tapi lama kelamaan ko kerasa pas dipake agak panas maksutnya panas ga menyerap susah jelasinnya but overall buat mencerahkan sangat recommended� ... Read more",4
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,auliarenita,"Normal, 18 and Under",auliarenita recommends this product!,12 Apr 2020,Sleeping mask yg sangat sangat terjangkau harganya dan bisa didapetin dimana aja sooo i like this product:) selama aku pake ini bener-bener bikin cerah muka saat bangun pagi hari nya ngehidrasi jg saat tidur. Tp aku selalu ngejarakin pake ini selama 2-3 hari sekali ga t ... Read more,4
Citra,Garnier Light Complete White Speed Yoghurt Sleeping Mask,babyblue,"Combination, 19 - 24",babyblue recommends this product!,10 Apr 2020,"Gilaaa gilaaaa suka banget sama produk ini. Bener-bener bikin glowing waktu bangun tidur. glowing loh ya bukan berminyak. dann membuat kulit wajah menjadi lebih cerah. untuk wangimya aku sukaa. dann harganyaa dong murahh banget, aku beli yang 20ml harganya dibawah 20rb. ... Read more",4
Erha,Garnier Light Complete White Speed Yoghurt Sleeping Mask,gitashelli,"Combination, 19 - 24",gitashelli recommends this product!,09 Apr 2020,"Penyelamatkuuu buat ngilangin dark spot bekas jerawat, nggak tiap hari make ini sih. Jadi aku selang seling gitu. Efek cerahnya bisa seketika pas abis di apply, tapi kadang dia juga nimbukin white cast. Cuman ngga ngeganggu dan tetep oke kok produknya. harganya worth it ... Read more",5
Erha,Garnier Light Complete White Speed Yoghurt Sleeping Mask,bayu,"Oily, 35 - 39",bayu recommends this product!,07 Apr 2020,"Asli enak banget produk ini dibanding yg sejenisnya (yg sama garnier). aroma yoghurtnya sejuk terus gak keset di wajah. cocok banget buat wajah berminyak dan kusam. Wajah jd cerah ga kusem. Cuma harganya agak mahal, dr sisi kualitas apik.",5
Erha,Garnier Light Complete White Speed Yoghurt Sleeping Mask,Nisasurya,"Oily, 19 - 24",Nisasurya recommends this product!,06 Apr 2020,Sleeping mask yang cukup efektif di aku. Packagingnya dia jar kaca yang cukup kuat tapi sayangnya kemasan har itu kurang higienis jadi harus pakai spatula untuk ambil produk supaya produknya tetep higienis. Aromanya menurutku lebih ke aroma floral agak kuat tapi ga terl ... Read more,5
Erha,Truwhite Activator Night Cream,Normarofia,"Combination, 19 - 24",Normarofia recommends this product!,2 days ago,"Suka sih pake produk ini, baunya enak bgt,gak lengket juga, bkin tidur nyenyak bgt, tapi syang di kulit aku gak ada efek apa2... Jadi ku mo jual produk ini, udah kupake sekitar 30-50% lah, soalnya emng jrg bgt makenya....Kemarin ku beli 150an, Ku jual 70k kalo ada yg mi ... Read more",3
Erha,Truwhite Activator Night Cream,arorua,"Oily, 30 - 34",arorua recommends this product!,05 Sep 2020,"bagus untuk mencerahkan walaupun efeknya pelan. ga sabar sama efeknya dan akhirnya mulai konsul sama dokternya, sekalian treatment untuk ngilangin milia. melembabkan dan mencerahkannya dapet. asal mau sabar aja",4
Erha,Truwhite Activator Night Cream,stanisamaulida,"Combination, 19 - 24",stanisamaulida recommends this product!,20 Aug 2020,Haiii aku mau jual Erha True white activator Night Cream & True White activator Day Cream ku nih . Isinya sekitar 90%an . Aku jual 150 aja udah dpt dua2anya . Aku jual soalnya di aku ga cocok huhuhuhu yg mau bisa WA ya ke 089643593931. Thankyouuuu,4
Erha,Truwhite Activator Night Cream,Restyarnie,18 and Under,Restyarnie recommends this product!,09 Aug 2020,"i gusy aku mau jual truwhite night cream aku ni baru nyoba 2 kali isi 95%, soalnya dimukaku ga cocok, aku beli dioffline store grand indonesia harganya 159k aku jual rugi aja 100k, yg minat bisa wa ya 089507494982, terimakasih🙏",4
Erha,Truwhite Activator Night Cream,Lyna,"Oily, 30 - 34",Lyna recommends this product!,22 Jul 2020,Sebenernya. Teksturnya enak bgt. Lembut.. G lengket.. Lsg meresap.. Kulit ku jd lebih kenyal dan agak kemerahan.Tp sayang d muka aku beruntusan kecil2 seperti biang keringat.. Sepertinya ga cocok.. Bwt yg pgn coba pake bs hub aku ya.. Karna br dikit kepakenya 0813943480 ... Read more,4
Erha,Truwhite Activator Night Cream,Derayaa,"Combination, 19 - 24",Derayaa recommends this product!,07 Jul 2020,"nah untuk malam hari aku menggunakan truwhite night crea ini karna produk ini adalah krim pemutih yang mencerahkan,mengangkat sel kulit mati,mencegah kusam kulit secara maksimal pada malam hari. night cream ini memiliki keunikan active whitening system yang bekerja sine ... Read more",4
Erha,Truwhite Activator Night Cream,hanifaim,"Normal, 19 - 24",hanifaim recommends this product!,26 Jun 2020,"Beli ini gara-gara diracunin sama temennnn, dan bener donggg bagus bangettt, emang sih ga langsung keliatan cerah nya tapi lama kelamaan keliatan dan emang ningkatin skin tone sihhh, walaupun bau nya kurang suka karena obat gituuu:” teksturnya juga lembuttttt",5
Erha,Truwhite Activator Night Cream,Cynthiafw,"Combination, 19 - 24",Cynthiafw recommends this product!,30 May 2020,"Tekstur enak banget.. langsung menyerap.. tidak meninggalkan kesan lengket..,,...........................................................,.......................................................................",4
Erha,Truwhite Activator Night Cream,naokiferrio,"Combination, 30 - 34",naokiferrio doesn't recommend this product!,28 May 2020,"Had a few breakouts on my forehead, the 1st week I used the product. The breakouts diminished at the 2nd week. Noticed a few dark spots of pimples had slightly faded away. An excessive drops of the product left unabsorbed residue onmy skin.",3
Erha,Truwhite Activator Night Cream,ayupratiwi1996,"Oily, 19 - 24",ayupratiwi1996 recommends this product!,14 May 2020,"sbnrnya produk ini bagus kalo di muka yang cocok. tapi sayang di akunya ga cocok, jd aku mau jual paket day cream dan night cream tru white activator, harga miring. dijual karena tidak cocok di akunya",4
Erha,Truwhite Activator Night Cream,ajimachmudi,"Dry, 19 - 24",ajimachmudi recommends this product!,12 May 2020,"Aku baru beli rangkaian Erha Brightening (Facial Wash, Toner, Day Cream, Night Cream sama Serum Vit. C) sekitar 4 harian di Erha Apothecary Tunjungan Plaza 6, Surabaya dan ternyata kurang cocok di kulitku yg Acne Prone, kalau ada yg mau preloved bisa chat aku ya... Aku ... Read more",4
Erha,Truwhite Activator Night Cream,lvyolivia,"Combination, 25 - 29",lvyolivia doesn't recommend this product!,04 May 2020,Aku mau jual erha truewhite night creamnya karena dimuka ku dia baru pemakain 3x bikin muka aku jadi bruntusan merah Isi kisarn 95/98% an yng berminat boleh wa ke(sudah souldout yah teman teman😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬) Aku jual rugi aja 100ribu,3
Erha,Truwhite Activator Night Cream,raharaaku,19 - 24,raharaaku recommends this product!,02 May 2020,"satu-satunya krim malam yang aku suka banget. ngga pernah ganti dari 2018. krim ini ngebuat kulitku lebih bersih, cerah, glowing. selain itu walaupun agak pricey, tp dia bisa awet dipake sampe 3 bulan. dan gatau kenapa smp skrg blm nemu produk krim malam lain yg cocok d ... Read more",4
Erha,Truwhite Activator Night Cream,farrasnbl,19 - 24,farrasnbl recommends this product!,19 Apr 2020,"Hi, aku mau preloved erha truewhite night activator ini ya, baru bbrp kali pake, isi sekitar 90%, beli di offline storenya erha, aku beli sekitar 157k, aku jual 100k aja. Bisa wa di 089501907719 :) makasiiii",5
Erha,Truwhite Activator Night Cream,trianais,"Combination, 19 - 24",trianais recommends this product!,15 Mar 2020,"Aku jual preloved ini karena udh gacocok bs diliat disini cm 260k udh sm serum +night cream+day cream 100% original‼️🥰———————> check out my item! Erha truwhite + serum activator for Rp 260,000! https://id.carousell.com/p/283217477 atau wa ke 081382389087",3
Erha,Truwhite Activator Night Cream,putri_dwi,"Combination, 19 - 24",putri_dwi doesn't recommend this product!,17 Dec 2019,"awal pake enak sih, gk ada bau yang menyengat dan gk ada rasa panas atau gatal di muka. kelihatan sedikit lebih cerah dalam beberapa hari pemakaian, but it's stuck. udah gitu aja, efek memutihkannya gk ngaruh sih di muka aku, cuman mencerahkan sebatas kulit aku jdi sper ... Read more",2
Erha,Truwhite Activator Night Cream,lizzajdyn,"Combination, 19 - 24",,05 Oct 2019,"Hai saya jual preloved rangkaian produk truWhite Advance series ini (serum vit c, day cream dan nightcream nya). Saya beli di erha apothecary kokas sekitar kurleb 500 rb, saya mau jual 400, boleh nego yaaa. Isinya masih 90% an ya. WA 081240125566. THX",5
Erha,Truwhite Activator Night Cream,risaisa,"Combination, 25 - 29",,20 Aug 2019,"pake ini setelah lepas dari masalah jerawat. packaging bagus karena ada pum, jadi higienis. cuma aku ga cocok makenya karena numbuh jerawat 1 1 walau ga sering. (soldout) aku jual prelovednya ya sepaket sama day creamnya, boleh kontak kalo minat",3
Erha,Truwhite Activator Night Cream,ghinazharifah,"Oily, 19 - 24",,02 Aug 2019,"tekstur nya rich banget jadi cocok untuk cream malem, bau nya agak aneh sih tapi gak ganggu banget. pake dikit aja pas malem, paginya bagun-bangun kulit kenyal banget. dan gak bikin risih atau greasy pas dipake nya pas malem. nyerap nya juga cepet jadi enak kalau dibawa ... Read more",5
Erha,Truwhite Activator Night Cream,anggirizky,"Oily, 25 - 29",,08 Jul 2019,"Beli produk ini karena wajah mendadak belang setelah pulang dari pantai, dan jujur aja kurang puas sih sama produk ini. Dicoba sebulan, efeknya ternyata gak begitu kelihatan di wajahku dan wajahku masih belang sampe skrg :( Erha truwhite ini bener-bener biasa aja menuru ... Read more",3
Erha,Truwhite Activator Night Cream,Babydoll8,"Combination, 25 - 29",,06 Jul 2019,"3 th perAwatan wajahdi erha dan wktu itu lg mau saving money aja ngelewatin produk yg harus konsult dulu jadi aq beli yg bisa dibeli tanpa resep .. kalau di aq she gak gitu ngaruh apa2 sama muka malah kayaknya kalau dimuka aq jadi keliatan kusam 😩, akhirnya gak sampe a ... Read more",3
Erha,Truwhite Activator Night Cream,rizkanoviana90,"Combination, 25 - 29",,28 Jun 2019,"Waktu pulang traveling kulit wajahku menggelap, nyoba nyari produk pencerah wajah dan ketemulah produk ini. Berharap produk ini bisa mencerahkan kembali wajahku yg menggelap, ternyata nggak ada efek mencerahkan di wajahku, cuma jadi berminyak aja. Tapi nggak ngebuat waj ... Read more",2
Erha,Truwhite Activator Night Cream,yudha62,"Combination, 18 and Under",,06 Jun 2019,beli karena nanya2 ke apoteker erha produk yg cocok buat hilangi bekas jerawat dan dia nganjuri ini yaudaasi aku beli. Klo dari harga menurut aku sedang yaa karena kan dari klinik tpi setelah aku pake blm ada perubahan signifikat seperti menghilangkan bekas jerawat tpi ... Read more,3
Erha,Truwhite Activator Night Cream,liseu,"Combination, 19 - 24",,19 Mar 2019,iseng beli krn kulitnya tan habis liburan. dan ternyata ga terlalu ngefek buat ngecerahin. ga bikin breakout atau gimana cuma ya ga ngefek aja. cerahan dikit tapi tetep ga nyampe ekspektasi terhadap produk klinik kecantikan yg katanya bisa ngasih efek cepet,3
Erha,Truwhite Activator Night Cream,septimentari,"Combination, 19 - 24",,28 Feb 2019,"Aku berekspetasi sangat tinggi sama produk ini, karena jujur setiap liat orang2 bahkan temen sendiri yang perawatan di Erha mukanya bagus banget :’) Ternyata setelah dicoba B aja gaisss, kulitku pake ini ga ada perubahan apa apa huhuhu sedih. Apa harus dipake serangkaia ... Read more",3
Erha,Truwhite Activator Night Cream,nandafadilaaa,"Oily, 25 - 29",,06 Feb 2019,"Aku pake ini karena katanya bisa untuk ibu hamil jaman aku lagi hamil dulu, ga dapet efek mencerahkannya..... muka pun kaya kilang minyak teuteup..... bersisa banyak sampe expired dgn sendirinya hahaha",2
Erha,Truwhite Activator Night Cream,rathprastiwi,"Oily, 19 - 24",,04 Feb 2019,lebih suka krim nya daripada ini karna waktu ga pakai dua kali malah bikin muka merah dan bruntusan smacem harus dipakai terus dan kalau berhenti kaya ketergantungan gitu . beli di erha clinic langsung,3
Erha,Truwhite Activator Night Cream,ndoroayuputri7,"Dry, 25 - 29",,19 Jan 2019,"seri truewhite yang paling bagus dari yang lainya menurutku, pake ini bangun kulit langsung terasa sehat, kenyal, lembab tapi gak bikin kulit oily. enak gitu pokoknya. aku gak nglanjutin pake ini soalnya aku gak cocok pake yang day cream",4
Erha,Truwhite Activator Night Cream,rhiaregina,"Normal, 30 - 34",,06 Jan 2019,"krim malem ini aku suka banget sama wangi nya, tekstur nya, dan efek ny,,,,,, karena pagi nya muka aku keliatan lembab dan cerah..... padahal aku baru pake dan belom abis tapi hasil nya udah keliatan banget",4
Erha,Truwhite Activator Night Cream,ardina2310,"Combination, 30 - 34",,17 Dec 2018,"Beli ini karena lagi ada promo package dari erha. Lebih suka sama night cream nya daripada day cream nya. Cream nya cepat menyerap di kulit muka. Sayangnya pas bangun pagi, mukaku jadi berminyak parah",3
Erha,Truwhite Activator Night Cream,gemini25,"Oily, 19 - 24",,05 Nov 2018,"Pake serum ini karena memang sudah terbiasa dengan produk produk erha sebelumnya, tapi ternyata tetep aja bangun pagi malah muka jadi makin beruntusan. cerah sih, sedikit. tapi sayang kan kalo malah bikin makin beruntusan",2
Erha,Truwhite Activator Night Cream,YolaCyn,"Combination, 25 - 29",,01 Nov 2018,"Sedih aku mukaku yg biasanya jaraaang banget jerawatan dan bruntusan even waktu pms jarang banget sampe muncul jerawat dan gara2 ini. Tadinya aku masih posthink ini purging,tapi setelah sebulan pake bukannya pudar malah tambah banyak walo gak banyak bgt sih,cuman di dah ... Read more",2
Erha,Truwhite Activator Night Cream,jesslynh,"Combination, 18 and Under",,23 Oct 2018,night cream ini lumayan bagus meskipun aku blm lama Pakai tp aku merasa Kulitku Lebih smooth teksturnya cream banget sih tp masih oke2 aja baunya Ada tp g yg menyegat Dan lumayan Enak sing Kalo menurut ku bagi ku yg punya masalah kulit terlalu banyak ini sih cukup,3
Erha,Truwhite Activator Night Cream,triyanikomang,"Combination, 30 - 34",,24 Aug 2018,"Using this as referred by my dermatologist friend when I was suggested to start using Retinoic Acid. Since the retinoic acid is pretty strong to exfoliate dead skin cells, we need ""extra"" moisturizing agent to balance the dryness feeling of using retinoic acid. Reading ... Read more",5
Erha,Truwhite Activator Night Cream,Rafahendiansyah,"Oily, 25 - 29",,14 Aug 2018,"Suka bgt sm night cream nya, beli barengan sm day cream nya jg. Harganya lbh murah drpd yg day cream krn klo day cream ada spf nya. Teksturnya masih lumayan ringan, packaging nya nya yg gw suka krn botol pump jd higienis, isinya lumayan banyak krn bisa habis nya sekita ... Read more",5
Erha,Truwhite Activator Night Cream,dhiraxx,"Combination, 19 - 24",dhiraxx recommends this product!,20 Jul 2018,"night cream ini bener2 mbantu mengatasi kulit kering. klok dipake secara rutin jg efek brighteningnya keliatan kok. packaging-nya enakk dan gampang dipake. TAPII krim ini tuh cepet bgt berubah warna&bau,pdhl kadaluarsa masih lama n disimpen ditempat yg bener loh",3
Erha,Truwhite Activator Night Cream,dindaszra,"Normal, 19 - 24",,12 Mar 2018,Gak bikin putih gak ngefek apa2 :( dan malah bikin jerawatan ke aku. Comedogenic jg kayanya ini. Emg kalo gasalah kalo msh ada mslh jerawat gabole pake ini sih. Tp ceritanya waktu itu ak jerawatan trs udh engga lg tinggal bekas gt jd ak memutuskan buat beli cream ini bu ... Read more,2
Erha,Truwhite Activator Night Cream,karinarningrum,"Combination, 25 - 29",,01 Mar 2018,"Produk biasa aja. Lembab lumayan, bagusnya bisa ngeratain tone wajah, efek cerahin kayaknya 4/10 ya. Sempet berharap bakal ada perubahan dlm jangka waktu lama tp uda abis 2 tube biasa aja. Bagusnya juga ke muka ga bikin tambah berminyak, tapi yaudah gitu aja. Not gonna ... Read more",3
Erha,Truwhite Activator Night Cream,avitaaulia,"Combination, 19 - 24",,28 Feb 2018,"Cepet nyerep di kulit dan ga bau aneh. Menurutku kalo diblend sama moisturizernya, mencerahkannya bisa lebih maksimal. Pernah coba pakai night creamnya aja tp efek cerah cuma waktu subuh/pas bangun aja, selebihnya ga bikin kulit cerah satu tingkat (jadi lumayan buat per ... Read more",4
Erha,Truwhite Activator Night Cream,arsyamauly,"Combination, 19 - 24",,29 Jan 2018,"Satu-satunya yang bikin aku tetep pake ini adalah efek mencerahkannya, dipaduin sama daycreamnya. Untuk ukuran nightcream produk ini kurang melembabkan dan sulit banget nyerap di kulit. Ujung-ujungnya dia cuma bikin lapisan gitu di kulit dan nanti lama-lama mengelupas s ... Read more",3
Erha,Truwhite Activator Night Cream,Novianv,"Dry, 30 - 34",,23 Nov 2017,"Nyoba pake ini karna berharap hasilnya bagus, tapi kayanya biasa aja di aku, ga cocok di kulitku yg very dry, setelah pake krim ini kulit muka jd matte kayak ketarik, jadi jarang aku pake, pernah setelah pake ini aku lapis pake vit e night cream dari body shop, biar muk ... Read more",1
Erha,Truwhite Activator Night Cream,PrissilliaRI,"Combination, 19 - 24",,05 Nov 2017,"Pake ini sblm bener-bener perawatan erha , pake ini jg muka jd putih nya instant, lembab gk terlalu lebay, kemasan pump nya mempermudah kita takarin brp banyak yg kita mau pake tp pas perawatan erha aku gk di ksh day cream & night cream Kya yg dijual di store nya tp pak ... Read more",4
Erha,Truwhite Activator Night Cream,ekalestari,"Normal, 25 - 29",,29 Oct 2017,review ku untuk product ini sih so far oke2 aja. tp setelah bangun tdr sih muka jd berasa lengket gmn gt. tp cream ini bekerja mencerahkan kulit hanya td cepat prosesnya. lbh bagus lg jika menggunakan serum ny jg dr erha,3
Erha,Truwhite Activator Night Cream,Etikadw29,"Dry, 19 - 24",,02 Jun 2017,"Udah pakai produk ini kurang lebih 2 bulan, buat aku yang kulitnya kering cukup bikin lembab di pagi harinya, tapi efek whiteningnya ga terlalu keliatan. Buat ngilangin noda hitam bekas jerawat juga belum keliatan. Dari sisi packaging nya cukup simple buat dibawa trave ... Read more",3
Erha,Truwhite Activator Night Cream,shafahaifaa,"Combination, 19 - 24",,31 May 2017,"pake pelembab ini abis pake balancing toner erha di muka aku yang normal to oily agak gatel gitu awalnya tapi ga lama, pas paginya jadi kenyel+lembab. parah si hasilnya lumayan meskipun awalnya agak gatel",3
Erha,Truwhite Activator Night Cream,ghinaayus,"Normal, 25 - 29",,11 May 2017,"aku pake ini uda sekitar 1 bulan lalu. tapi aku rasaa ada perubahan gitu di muka aku, tp sikit ajaa hanya 15-20%. mukaku yg tdinya belang sm kusam uda agak berubah. :) wanginyaa juga ada ga kaya bau obat gitu kok. repurchase? maybe~",3
Erha,Truwhite Activator Night Cream,nurinawulan,"Combination, 25 - 29",,07 Feb 2017,"Produk ini satu seri sama day cream. I use both of them. And it works quite good. No break out, non greasy, no white cast. Kemasannya juga travel friendly, higienis dalam bentuk pump dan ada tutupnya. Produk ini nggak langsung kasih efek cerah seketika. Step by step dan ... Read more",4
Erha,Truwhite Activator Night Cream,Fullmetalheart19,"Normal, 19 - 24",,31 Dec 2016,"Well, I was prescribed by the doctor this product, so I bought this. Thanks to this product, my skin is softer and brighter, but right after the doctor allowed me to stop using the day cream she prescribed me and allowed me to revert to my old habit using powder and so ... Read more",3
Erha,Truwhite Activator Night Cream,ghebygarwan,"Combination, 45 and Above",,20 Oct 2016,"hello :) kali ini aku review produknya Erha yaa. Erha21 Truwhite Activator Night Cream for All Skin Types. kalo boleh ngaku, ini krim malem pertamaku lagi dalam waktu 5 tahun terakhir ini dan aku ngerasa cocok, pertama tama aku review kemasan yaa. kemasannya fancy, koko ... Read more",5
Erha,Truwhite Activator Night Cream,yulita_v3,"Dry, 30 - 34",,30 Jan 2016,Merupakan rangkaian produk truewhite dari erha yanh digunakan untuk moisturizer malam hari. Efek whiteningnya tidak terasa. Kurang melembabkan dibandingkan dengan moisturizer erha lainnya. Gampang berubah warna menjadi kuning/ kecoklatan.,3
QV,Truwhite Activator Night Cream,sdewiyani,"Combination, 45 and Above",,21 Sep 2015,"i bought this product at the same time as i bought truwhite day cream. awalnya saya merasa ga cocok and then i stopped. tapi dokter meresepkan ini saja, setelah saya pakai lagi ternyata lumayan cocok, the smells is good and my skin feel soft, supple and bright. cuma kal ... Read more",4
HUXLEY,Cream; Glow awakening,Ncyhy,"Dry, 35 - 39",Ncyhy recommends this product!,4 days ago,"Suka banget sama Huxley apalagi Cream Anti Gravity nya, ini second attemp nyoba cream glow awakening, bagus bikin muka glowing tp sayang gak cocok dikulitku bikin jerawat, jd mau preloved 95% new baru 3x pakai (pakai spatula higienis) dapet free spatula baru, krn spatul ... Read more",3
HUXLEY,Cream; Glow awakening,lismagiovani,"Dry, 25 - 29",lismagiovani recommends this product!,4 days ago,"Salah satu produk lainnya yang ngebantu banget untuk mencerahkan warna kulit, teksturnya krim dan thick banget pas banget buat dry skin karena dia super melembabkan. Syukurnya ga buat break out sih. Pakainya sedikit aja karena udah bisa buat ngecover area semua wajah ba ... Read more",4
HUXLEY,Cream; Glow awakening,SHABRINANAS,18 and Under,SHABRINANAS recommends this product!,18 Jul 2020,"inii baguss bangettt katanya kalo kalian cocok bs mencerahkan dan menenangkan kulit tapi di kulit ini tidak cocok ternyata~ kalo mau coba bisa whatsapp ke 082217701704 ini preloved ya guys, thankyou~~",4
HUXLEY,Cream; Glow awakening,TitaniaFeby,"Dry, 19 - 24",TitaniaFeby doesn't recommend this product!,13 Jul 2020,"Beli karena teracuni review dari akun FB yg jualan skincare 😂 klaimnya mencerahkan, meratakan tone kulit, memudarkan flek hitam/bekas jerawat, mengurangi beruntusan,dll. Tapi setelah baca inggredients nya,agak kecewa. Karena niacinamide yg mana salah satunya active ing ... Read more",2
HUXLEY,Cream; Glow awakening,Cesta,25 - 29,Cesta recommends this product!,09 Jul 2020,"Sebenarnya krim ini bagus banget untuk kulit yang cenderung kering banget, karena bikin kulit benar benar lembab, tapi di aku ga cocok sm sekali malah beruntusan jadinya. Aku mau preloved mungkin ada yg mau, aku jual 200ribu baru 3kali pakai. Kalau mau hubungi aku di no ... Read more",3
HUXLEY,Cream; Glow awakening,fellia_lim,"Dry, 19 - 24",fellia_lim recommends this product!,23 Jun 2020,"Beli ini karna liat review kalo produk ini bagus untuk kulit kering. Jadi tergoda deh untuk beli, tapi di aku malah bikin kulitku jadi tambah kering, sedih banget😭😭 Aku mau preloved aja 220rb, aku baru pake 1x, aku ambil pake spatula, jadi hygiene ya, masih ada box ny ... Read more",1
HUXLEY,Cream; Glow awakening,Mommyrika,"Normal, 25 - 29",Mommyrika recommends this product!,15 May 2020,"bnr2 sesuai klaimnya pakai ini mlm, paginya glowing. tp aku males bgt pakai berstep2 skincare routine jd ini aku preloved in aja ya. baru dipake 3x aja. 200k aja mau jual cpt. expired nsh lamaaa 2022 msh lgkp box spatula, ngambilnya slalu pke spatula jd hygienis ya. 082 ... Read more",4
HUXLEY,Cream; Glow awakening,tannmf,"Dry, 19 - 24",tannmf recommends this product!,30 Apr 2020,"A must have item! Sesuai dengan namanya, produk ini bikin kulit glowing choc choc✨ Produk ini ada aroma yang mungkin berasal dari kaktus? Aromanya menenangkan dan sama sekali tidak mengganggu. Teksturnya thick dan mudah menyerap. Bagi aku yang punya kulit kering, produk ... Read more",5
HUXLEY,Cream; Glow awakening,skincarecinta,"Oily, 25 - 29",skincarecinta recommends this product!,14 Apr 2020,Teksturnya creamy yang thick banget. Aku kurang nyaman kalo pake pagi2 jadi aku pake setiap malem aja. Bangun2 tentu saja glowing. Klaimnya tidak bohong. Lembabnya juga lumayan lah ya. Yang aku kurang suka cuma ini terlalu creamy dan jadi agak oily di kulit ku. Mungkin ... Read more,4
